AREA,BED,BATH,BUILT,DESCRIPTION,LOTSIZE,PRICE
20000.0,8.0,13.0,1994.0,"Conyers Farm Association in Greenwich, Connecticut is the location for this European manor home. This is an unprecedented opportunity to buy this estate FULLY FURNISHED and appointed with Steven Gambrel designed custom furniture, carpeting, lighting and accessories that imbue this enchanting manor with a sense of modernity and style. You need only bring your toothbrush and prepare to indulge your sense of luxuriance just in time for the holidays. Featuring stylish living space comfortably spread over 4 levels, including 8 bedrooms, 10 full bathrooms, 3 half baths and 6 fireplaces. Principal rooms for recreation and relaxation — palatial reception hall, ravishing formal rooms, paneled library, L’Orangerie, office, gym, billiards room, wine cellar and theater. Gourmet kitchen and a catering kitchen. Indoor pool, plus outdoor pool and pool house. Garaging for 7 cars. Stunning Simon Johnson landscaping over 14 acres. House has Greenwich address, but pays taxes to Armonk, New York and is in Byram Hill School District",14.153555904000001,30000000.0
17000.0,7.0,10.0,2005.0,"This magnificent estate originated in 2005 with a 20-room stone country home and was later combined with another property to create an exceptionally private Round Hill compound unlike any other in town.  

Pleached linden trees bring romance to the Belgian block driveway and courtyard leading to the Main house. A gracious center hall spans 30-feet across and opens by French doors to a scenic view of the terrace, infinity-edge pool, a pool house and a Mustique-inspired pool pavilion. The backyard extends to an idyllic fruit orchard - peach, pear, Japanese plum, apples and apricots, and synthetic turf court adding tennis and ball sports to the fun of an indoor basketball/squash court.  The house today stands on eight sweeping park-like acres filled with age-old trees, vineyards and stone walls.  

Highly stylized interiors offer a genuine “home away from home” ambiance in every room.  In perfect Georgian scale, a step-down living room offers a lovely fireplace, 12’ ceiling and French doors to a private porch and verandah. The formal dining room, replete with a wood-burning fireplace, exotic upholstered-walls and classical millwork comfortably seats 40 guests elegantly arranged. Library has a wet bar, custom oak-panel bookcases and a fireplace for private conversation. Adirondack-inspired great room/family room is a natural gathering spot featuring a two-story stone fireplace and a stag-horn chandelier; it opens to a light-filled breakfast room and gourmet kitchen with Viking, Sub-Zero and Miele brand chef appliances plus a brick pizza oven. Flow and function continue in an outfitted butler’s pantry, kitchen-office, mudroom, four-car heated garage and elevator servicing all levels of the home. 

Reminiscent of a five-star resort hotel and spa carries into the bedrooms on the upper floor. The primary suite has three exposure window and terrace views; luxurious bedroom with a fireplace; custom spa bathroom with two dressing rooms to include one outfitted with a fireplace and commercial conveyor belt to rotate a wardrobe both seasonally and by color.  Terrace doors and private bathrooms compliment three customized bedrooms for family while a double bedroom and a single bedroom with full bath combine into an ideal guest wing. Another bedrooms and staff room offer more privacy on the lower level with all three floors serviced by an elevator. Fabulous family room with fireplace, gym, home theater, wine cellar, sauna/bathroom and a massage room complete with cascading waterfall complete the walk-out garden lower level of the house.  
Guest House: Hospitality for guests or extended family in a wonderfully updated in 2014 Colonial home with office/conference facilities blending period millwork with fiber optics and wiring for international trade. The house offers a lovely living room with a fireplace, formal dining room, library/fireplace, gourmet kitchen, terrace plus four bedrooms and four bathrooms. Separate gated entry, 3-car detached garage with studio above and close by a vinification-building for a private reserve of Cabernet Savignon wine produced from grapes harvested on-site.   
Cottage #1: Spacious cottage updated with a living room, dining room, kitchen, sun porch and primary bedroom with full bathroom plus two more bedrooms with another bathroom. 
Cottage #2: Living room, kitchen, two bedrooms and two full bathrooms plus laundry.  ",8.0,28495000.0
17735.0,10.0,18.0,1990.0,"This magnificent estate was designed by renowned architect Roger Ferris and boasts 6 levels of living with spectacular water vistas of Southport Harbor.  Entry to the main level is through an imposing 2 story limestone portico into the embrace of a soaring space that is the Gallery with its mesmerizing marmalade marble floor and stunning floating wrought iron circular staircase. From this point, all major rooms on the floor emanate in a logical clockwise progression: Living Room, Library, Family Room, Eat in Kitchen and Dining Room. Fabulous floor to ceiling windows and French doors open to take full advantage of Southport Village & Harbor, Country Club of Fairfield, Long Island Sound and the Manhattan skyline. The gracious Master Bedroom Suite has a sitting room with fireplace, his & hers full baths, dressing areas and private studies. Below the Master Suite are 6 en-suite bathrooms and media/playroom area. Below the main level is a Cabana Room with kitchenette, elaborate bath complex, sauna, exercise room, office and wine cellar which leads to an outdoor pool and limestone patio. Progressing down, the next level brings you to the indoor sports facility including a squash/basketball court and dance studio. The lowest level of this home has a 75 foot long Italian marble lined indoor pool with a glass skylight roof. Included on this stunning property is an outdoor heated gunite pool with spa. The Guest House has a Living Room, Kitchen, 2 Bedrooms, 2 Full Baths & 2 Bay Garage.",2.49999552,19990000.0
9718.0,4.0,9.0,1966.0,"Sweeping waterfront views on an over-sized 2.36 parcel with a spectacular sandy beach, infinity edge pool and a tennis court in private, 24 hour guarded and gated Field Point Circle. An unprecedented opportunity to reimagine this impressive European style 9,000 plus limestone and slate roofed home with its cobblestone courtyard and many elegant features. Amazing balustraded terracing, all overlooking sparkling vistas of passing sailboats on Long Island Sound. A mesmerizing opportunity.",2.36,18750000.0
22282.0,9.0,5.0,2002.0,"The country estate of legendary producers Thomas Miller and Robert Boyett is now available for sale in Salisbury Connecticut. Meticulously designed by Acheson Doyle Partners, beautifully landscaped and finished with the finest materials, the 9-bedroom main house is on more than 470 pristine acres and boasts unparalleled western views of the Berkshire Mountain Range. The entrance hall, with a grand staircase, opens to a dramatic 39-foot-long formal dining space with a soaring 32-foot-tall (3 story) glass atrium ceiling. Several living spaces on the main floor including a light-filled 47-foot great room, a handsome library as well as a spacious living room compliment an exceptionally appointed designer quality chef's kitchen with a large butler's pantry and views of the formal gardens and orchard. There are two primary bedrooms, both with luxuriously appointed ensuite primary bathrooms, dressing rooms, and french doors to outdoor deck space with exceptional views. The guest rooms are well appointed with ensuite bathrooms. There are 2 large offices, 2 small offices, and a conference room, all light-filled. The Roof Deck surrounding the Atrium glass skylight has 360-degree views of Mt. Tom, Bear Mountain, and the Berkshire Mountain range. In addition to a 3-bedroom (1900 square foot) Caretaker's Cottage, the property also includes an Expansive Outdoor Pool, a Spa (seats 15), Tennis Court, a Barn with Property Office, a Warehouse, and Art Storage Building. Finally, a rustic log cabin on the highest point of the property has the best views of the Twin Lakes in the county.",474.0,17950000.0
18000.0,10.0,12.0,1992.0,"This extraordinary estate with a beautiful Georgian Federal-style home was designed by the American architect Allan Greenberg for world-renowned tennis legend Ivan Lendl. Ride through the gates passing horse paddocks, a barn, and up a long and meandering driveway to the impeccable stone house. Enter the first floor passing a grand staircase to a light-bathed main floor with virtually every room boasting French doors to beautiful gardens and patios. A wood-paneled library, spacious living room, formal dining room, and family room, all with fireplaces and wide plank oak floors, as well as a trophy room/office and an eat-in chef's kitchen with state-of-the-art appliances and butler's pantry complete the 1st level. The primary bedroom suite with 2 oversized walk-through closets, a sitting room, and a luxurious oversized bathroom accompanies an office with a paladin window, a children's library, and 3 additional ensuite bedrooms on the 2nd floor. The third floor has 5 en-suite bedrooms. Additional indoor amenities include an indoor pool adjoining two locker rooms, a sauna, a workout room, and a full-sized gymnasium. Outside there is a heated gunite pool with a cabana, tennis court, and play court. The attached 3 bay garage is complemented by a 3 bay detached garage with office space on the second floor. All of this, overlooking the Connecticut foothills.",445.62,16450000.0
9720.0,7.0,9.0,2014.0,"Maple Hill Farm, tucked away on nearly 50 acres in rural Redding, CT is a Gentleman’s Farm unlike any other. This unique country estate is a luxurious retreat and is one of the town’s most coveted and intriguing properties. Sited to embrace stunning panoramic views is the main residence, a European-styled country manor w/contemporary leanings and unrivaled amenities. Natural elements of wood, marble and locally sourced stone add to the homes singular and understated beauty. This exceptional property features a 4-stall horse barn, paddocks, 3 antique guest homes, a state-of-the-art private recording studio & performing arts venue, a working barn, boat house, an orchard, expansive fields, old stone walls and a 300-ft stream with waterfalls cascading into a stocked 3-acre pond. Additional amenities include a pig & chicken coop, tennis court, training ring, ball field and acres of riding and hiking trails that traverse the property’s woods and open space. In a nod to Winnie-the-Pooh a local chainsaw artist added a whimsical component to the trails by creating wood carvings of A.A. Milne’s beloved characters. Maple Hill Farm epitomizes a refined way of life with an unparalleled array of living, farming, entertaining and recreational opportunities. Only 65 miles from the hustle and bustle of city life.  Escape to Maple Hill Farm… your home for a weekend, your home for a lifetime.",47.15990171520001,16000000.0
9980.0,6.0,9.0,1886.0,"This 9980 square foot single family home has 6 bedrooms and 9.0 bathrooms. This home is located at 78 Mayo Ave, Greenwich, CT 06830.",1.0,15900000.0
8111.0,6.0,8.0,2008.0,"Stunning waterfront home in the exclusive, 24hr guard-gated Mead Point association. Designed by NYC architect Constantin Wickenburg, the 8,111 sq ft, 5+ bedroom, 7.2 bath steel frame, cedar, stone & glass home guarantees unparalleled views of the water. Rooftop terraces and decks act as seamless extensions of the indoor living spaces for formal and informal gatherings. This breathtaking custom-built home is nestled alongside a private 5-acre park with a 160' deep-water dock, exclusively enjoyed by residents of Windrose Way. The beautifully landscaped grounds feature 230' of premier Indian Harbor shoreline, western-exposure terraces, a heated pool and rolling lawns.",2.01,15750000.0
19402.0,7.0,13.0,2004.0,"European style brick chateau offering 18,000+ SF sits on 6+ acres in a superb location once chosen by Eliot Noyes.  The current owner spent over 3 years designing and supervising the interior construction. Careful attention was paid to finishes with high aesthetic standards reminiscent of European stately homes. The grand atrium w/cathedral ceilings leads to a music room, octagonal sunken formal living room, marble bar, reading room, large office & sitting room, 2 storied library w/clear circular staircase leading to the wine cellar below & master suite above. The right wing of the house features a large dining room, contemporary kitchen by Valcucine/family room, light filled gym w/full spa bathroom & Finlandia sauna, additional 1st floor office and sitting room, au-pair suite, laundry room & mudroom.  The 2nd floor features a master suite with oval bedroom, large sitting room, his & her bathrooms & closets & large dressing room. In addition, 5 en-suite bedrooms, sitting rooms & 2nd laundry room. The dramatic lower level features a media room, game room w/FP, wine cellar & large underground garage which can accommodate a 20-25 car collection. Guest house features almost 2,000 SF w/kitchen, great room, bedroom loft and 2 full baths. Large Pool, terraces, fountains & spa overlook this magnificent property, pond, & tennis court. Doyle Herman Associates designed the spectacular landscaping in a circular pattern to compliment the classic shape of main structure.",6.3599748287999995,15000000.0
14956.0,9.0,16.0,1990.0,"AMID THE PASTORAL BEAUTY OF GREENWICH'S GREAT ESTATES, ''OLDFIELD FARM'' IS AN EQUESTRIAN ESTATE WITHOUT PEER. ENCOMPASSING 18.39 CAREFULLY GROOMED ACRES, IT HOSTS A CLASSICAL VILLA ON LUSH GROUNDS, SUPERIOR HORSE FACILITIES AND A STICK & BALL FIELD. THE PROPERTY OFFERS A RARE COMBINATION OF SECLUSION, CONVENIENCE, TIMELESS ELEGANCE, AND MODERN AMENITIES. UNDER THE CONSCIENTIOUS STEWARDSHIP OF THE CURRENT OWNER, THE ESTATE RECENTLY UNDERWENT A METICULOUS, COMPREHENSIVE 18-MONTH RESTORATION RESULTING IN SIGNIFICANT ENHANCEMENTS. THE RESIDENCE'S RELAXED WARMTH AND ELEGANT FLOOR PLAN IS IDEAL FOR GRACIOUS EVERYDAY LIVING OR GRAND-SCALE ENTERTAINING. FRENCH DOORS ALONG THE SOUTH FACADE OPEN TO TERRACES, LOGGIAS, GARDENS, SWIMMING POOL & TENNIS COURT.",18.39,14900000.0
13409.0,7.0,10.0,2011.0,"This superb Georgian home designed by award-winning architect Douglas VanderHorn, and built by Significant Homes in 2011 is one of backcountry Greenwich’s jewels. This stately home boasts extensive custom millwork, the highest-grade materials, light-filled rooms, and soaring ceilings. A further renovation completed in 2020 resulted in an exquisitely elegant home that is equipped with the very latest in smart home technology and appliances. The gracious layout features an extraordinary master suite and his and hers bathrooms and dressing rooms. Bedroom terraces overlook the pool, tennis court, and gardens. Additional amenities include sauna/steam room, an expansive outdoor pool, pool pavilion, tennis court, billiards room with custom designed oak bar, walk-in wine cellar, elevator to all 4 floors, and movie theater. 

On a quiet, private lane, adjoining both The Stanwich Golf Course, and Greenwich Polo Club, this gorgeous family home is a rare newly built oasis, situated just 15 mins from downtown Greenwich. 13,409 sqft of interior living space. 16,200 sqft in total.

The Video Walkthrough is a must see.
https://vimeo.com/475308935",4.01,14800000.0
9489.0,7.0,12.0,2015.0,"Pristine, nearly new Shope Reno Wharton Shingle and Stone custom designed classic on nearly 2.5 acres in coveted, close to town, Rock Ridge Assn.  Minutes from town, train, clubs and schools.  Estate-like, private and quiet property with gardens by Doyle Herman, pool and sunken tennis court.  Fresh and modern interiors by by Amy Hirsch, with flowing rooms perfect for entertaining, including living room with adjacent bar and billiards room.  All rooms flooded with western light.  Perfect family home with second floor playroom and unbelievable lower level with an additional 3,000 square feet of living space including lounge, arcade, art room, golf simulator and wine room.  Built by SBP Homes.  A rare and special turn-key opportunity - nothing comparable available in town.",2.42,14750000.0
10000.0,5.0,9.0,2010.0,"Turn-key equestrian estate includes magnificent, award-winning home w/pool, Indoor and Outdoor riding rings with custom footing, state-of-the-art 8 stall stable and separate 2 bedroom apartment for grooms/trainer. The only indoor riding ring in Greenwich!! You never need to leave your home to ride 365 days per year. Would also be wonderful for a car collectors! NOTE huge price reduction!!",12.869972345599999,14750000.0
9094.0,6.0,8.0,2020.0,"Southport's only direct waterfront new construction is now complete and ready to move in! Sited at the head of one of New England's prettiest harbors, this magnificent home was specifically designed to take full advantage of its unique setting. With unobstructed views from Sasco Hill all the way across to Beachside Avenue, this panorama and location are unmatched. Architect Jack Franzen designed the main rooms to be open and filled with light coming off Long Island Sound. As soon as you enter the front door, you are pulled into the house by the abundance of glass and doors leading you to the water. While the home's exterior reveals a classic Connecticut Colonial facade, the interior is modern and fresh with 10 ft ceilings on the first floor, 9.5 ft on the second and 12+ ft on the finished third floor. The Master Bedroom suite faces the water and offers a vaulted ceiling bath, two large walk in closets, a sitting room/office and a private deck with glass railings chosen to enhance the seascape. At 18.5 ft elevation, the pool is a wonderful place to take in the ever-changing light and abundance of wildlife and boating activity constantly on display. Just minutes walk to Southport Beach and Southport Village, the house is accessed through a gate at the end of private Rockpoint Road. Come see Connecticut's premier waterfront offering.",0.9999982079999999,14500000.0
10534.0,7.0,10.0,2021.0,"This Greenwich house is under construction and will be ready for you to make it your home in late 2021. Complete with architectural innovation and stylish refinements, this 7 bedroom brick classic home will feature modernity throughout 4 floors. The estate, positioned grandly on 2.5 verdant acres in a Greenwich estate area, is surrounded by a historic stone walls, mature trees, lush lawns with a two bedroom guest/pool house of 1,160 SF and pool with a spa. It is approached down a gated drive to a welcoming entrance and parking court. This impeccably designed home presents a sublime aesthetic with stylish millwork, classic marble, quartz and tile, flooring and elegant built-ins. Socialization and ease of entertaining were top of the architect's mind in the layout of this home.",2.53,14400000.0
11078.0,5.0,9.0,1996.0,"Spectacular builder's own custom waterfront home on private Rock Point Road off Pequot Avenue in historic Southport Village. Magnificent views of Long Island Sound from all major rooms in this 11,000+ square foot home. Beautiful pool and pool house look toward Beachside Avenue and the Manhattan skyline in the distance. Walk to the beach, train, restaurants, and shops. Waterfront living at it's very finest. 1 hour to NYC.",1.8999965952000002,14000000.0
10030.0,7.0,10.0,2003.0,"Magnificent brick Georgian home blends modern living with classic elegance on a private lane in Belle Haven area. Front-to-back entry hall introduces the grand scale interior, richly detailed with remarkable architectural elements. French doors in impressive principal rooms, all with marble fireplaces, open to the horticultural splendor of glorious outdoor living space punctuated by pool, tennis court, antique brick walls & exquisitely restored perennial gardens by James Doyle. Stunning new kitchen/dining area; 6 ensuite bedrooms; staff quarters. Sublime 1,300+ SF master suite w/ sitting room; balcony; 2 fireplaces; luxury bath; 2 custom dressing rooms. Screening room; game room; gym; 1,100-bottle wine cellar. Elevator; generator; 4 car garaging. Walk to Belle Haven Club & town.",1.9299781759999999,13950000.0
9793.0,6.0,10.0,1924.0,"Spectacular 8.3-acre Round Hill estate approached by a private gated windy drive, 30 Round Hill offers a peaceful mid-country retreat with authentic six-bedroom English Manor, pool, tennis court, expansive terraces and breathtaking formal gardens. One of Greenwich's few remaining properties that blends old world charm with today's modern amenities on substantial acreage. This 1924 home retains the original details including leaded glass windows and antique millwork with a thoughtful restoration showcasing a German Bulthaup kitchen, heated French limestone floors, Waterworks baths and Bang & Olufsen sound system. Notable interiors include five fireplaces, beamed ceiling in library, vaulted ceiling in media room and French balcony in master suite. Aptly named Garden House celebrating the vibrant Gertrude Jekyll gardens, pond with waterfall, sweeping lawns, hidden court and elegant terraces that envelop this distinctive home.",8.2999851264,13500000.0
9500.0,7.0,9.0,1820.0,"Round Hill Roads iconic ''Israel Peck Estate'' is an exquisite 1820 architectural masterpiece. Situated on a parklike 5.12 acres, this legendary compound consists of a 9,500 SF updated classic estate featuring 7 bedrooms, 7.2 baths, beautifully appointed formal spaces, a gourmet chef's kitchen, butler's pantry, a massive breakfast & family room with fireplace. This home has been painstakingly restored, adding every modern amenity one could ask for while maintaining and preserving every original detail. The property features a pool, pool house, tennis court, and English gardens. A guest cottage, caretakers cottage, and garaging for six cars complete this estate. Located moments from town, shops, train, and less than one hour to Manhattan. A rare opportunity!",5.1199862336,12995000.0
15150.0,11.0,14.0,1905.0,"Bright and White architectural extravaganza! Turn of the Century columned classic with wrap around porch brought into the 21st century with a glass and steel addition by famed architect Allan Greenberg, interior designer Victoria Hagan and landscape architect Stephen Stimson.  Featured in Architectural Digest in 2010.  Nearly four acre in-town estate with outdoor tennis, pool and spa; indoor squash and basketball.  Main house features soaring ceilings, open floor plan perfect for entertaining on the grand scale with expansive open kitchen family room with separate chef's kitchen, and banquet sized dining room.  Spectacular master suite with his and her baths and closets, exercise room and office. 8 additional bedrooms in the main house, 5 bedrooms on the 2nd floor and four on the 3rd floor",3.7,12850000.0
13128.0,8.0,12.0,2014.0,"Long Island Sound waterfront offering breathtaking Sound views and sprawling green lawns. Conceived to take advantage of its majestic setting with endless water views from all floors, with privacy and abundant recreation opportunities inside and out. With extensive frontage on prestigious Beachside Ave, it's clear that this 7+ acre Long Island Sound estate property is like no other. Thoughtfully designed by renowned architect Jack Franzen, the home features well-proportioned rooms that never overwhelm: perfectly envisioned for daily living but easily accommodating guests as in the attached 1200SF guest house. Two spacious offices offer expansive water views and connect to multiple porches. Soaring 10ft ceilings fill the open plan with light. Lounge by the pool, serve guests in the fully-equipped pool house. Perfect your golf game at the home's ProLinks Par 3 golf hole. At sunset, move to the home's 900+SF roof deck for the 360-degree views or head to the home theater or gym. The property even includes a 3-acre private pond with a serene wildlife preserve full of herons and egrets, a cedar dock for kayaks and cocktails, and winter ice skating. Outfitted with every high-end amenity including Control4 automation and of course an elevator. Easily gated, this home offers privacy and security. There is simply no estate along this prestigious stretch of Long Island Sound coastline that offers this complete lifestyle and a home this exceptional",7.2699823808,12600000.0
8811.0,6.0,11.0,1938.0,"Unparalleled beauty, sweeping acreage and an incomparable retreat in the heart of New Canaan. The breathtaking Brookwood estate, reflective of the English countryside, is a personal oasis boasting over 31 acres for outdoor exploration and boundless inspiration. The spectacular private grounds are completely enclosed creating a discrete sanctuary. Savor the far-reaching vistas, open rolling landscape, woodland trails, rock rimmed brook, natural pond and tumbling waterfall. Advantageously situated to appreciate the majestic setting, the elegant 5-bedroom main residence, built in 1938 by esteemed architect Harold R. Sleeper, features resplendent period details, soaring ceilings, captivating fireplaces, oversized windows, hand crafted millwork and an abundance of natural light. Grand formal rooms flow to terraced patios, perennial gardens and steppingstones that run down to the pool, waters’ edge and the rambling, bucolic property. A separate 3-bedroom cottage offers a quintessential escape to be as creative and self-indulgent or as engaging and social as you wish. This uniquely serene estate has been sensitively maintained to provide the ultimate in peace, privacy, luxury and tranquility and is just 45 miles from NYC.",31.7899338496,12000000.0
11242.0,6.0,10.0,2008.0,"Bermuda Point gracefully sits on the southern shore of Westport, CT boasting over 170 feet of direct Long Island Sound frontage.  Enjoy both the morning sunrise and the evening sunset on the water with unobstructed 180-degree views. This Sophisticated European inspired 2008 six Bedroom 11,000 SF Mediterranean Estate offers a Private Beach, Gunite Pool & Spa set in Limestone; all sited behind an elegant entry gate. Amenities include a Deep Water Dock, Geothermal Heat, Slate Roof, Copper Gutters Traulsen Commercial Grade Appliances, City Water, City Sewer, Full House 30 kw Generator, Custom Tischler windows from Belgium, Venetian Plaster walls and Custom Ice Melt system for Driveway, to name a few. On the Main floor lies the dramatic Great Room giving a full water view through the 2 story entry Foyer,Office, Waterfront Bar Room complete w/ built in Nautical Instruments,DR w/ Secret Wine Room,Kitchen w/ unparalleled coastal views along with Prep Kitchen w/ built in Cappuccino Maker & Ice Machine , Billiard Room with dancing gas FP, 2 renovated marble half baths & a heated 3+ car garage. The Master BR possesses separate his & her baths & closets including instant fog widows for privacy, an additional Study & a gracious Limestone Balcony. 4 More BRs w/ new baths, a Game Room & luxurious Theater complete the 2nd floor.   The new leather incased Gym and Spa with an option to open part of the roof electronically; are on the 3rd floor along w/ a study center & private BR Suite.",0.6799804159999999,12000000.0
12500.0,6.0,9.0,2019.0,"Down a gated drive along the most desirable stretch of coveted Beachside Avenue, this custom modern oasis offers the best of Gold Coast living. Designed by award-winning PBS Architects, a spectacular open floor plan includes a gourmet chef's kitchen w/ 17' island and majestic living spaces where walls of light invite refreshing water views into every level. Perfectly private, yet poised in the heart of a vibrant community, enjoy a five-minute walk to Greens Farms Academy and ten-minute walk along your private footpath to 300' of sandy beachfront where you can fish, observe bald eagles and seals at the water's edge, and launch your kayak or paddleboard on Long Island Sound.  Live the resort life lounging by the swimming pool or gathering around the firepit in the evening.  You'll love to host neighbors and friends in the heated pavilion w/ an automated screen system, outdoor fireplace and TV while you prepare el fresco meals in the outdoor kitchen, complete with pizza oven.  Choose your favorite vintage from the 1500-bottle wine cellar and close out your day relaxing under the stars in the hot tub on the upper deck.  A separate apartment with full kitchen, bath and a private entrance offers accommodations for extended family or guests.  Pure paradise!",2.0299779968,11995000.0
8650.0,5.0,8.0,1932.0,"Exceptional Belle Haven peninsula stone English Manor style completely renovated and expanded in 2017 with outstanding quality finishes throughout. Beautifully sited on one of the most sought-after streets on the peninsula, this stunning 1.5 acres of level manicured grounds includes a planted courtyard with pool and spa, pool house and tennis court. The carefully planned additions blend seamlessly with the original stone and include an extraordinary library office, family room and master. Interior highlights include a luxurious master suite, expansive kitchen, breakfast room family room combination, elegant formal rooms plus an English conservatory. Other special features; 3-car garage, wine cellar, Venetian plaster, herringbone walnut flooring, Lutron lighting, electronic blinds, and radiant flooring. Truly a rare opportunity for a modernized vintage home in an A+ location.",1.5299788928,11950000.0
8537.0,6.0,7.0,1946.0,"A remarkable 6.13 parklike, private acres on Clapboard Ridge Road in the heart of Mid-Country Greenwich and the RA-2 zone. Elegant main residence, one bedroom guest cottage, pool, pool pavilion, tennis court, golf hole with sand traps, barn with regulation squash court and lounge area. This house and property represent an unprecedented package for the discerning buyer. 

MAIN RESIDENCE: Beautifully scaled rooms of light filled elegance flow harmoniously throughout the home. Enter an elegant front to back reception hall with a sweeping staircase and a formal powder room. The spacious step down living room features two fireplaces and two sets of French doors leading to a large solarium. A handsome library with a welcoming fireplace and custom pine paneling and built-ins is ideal for casual entertaining. The formal dining room, with bay window and fireplace, is designed for large events as well as intimate meals. Bright gourmet chef’s kitchen and breakfast room with access to covered terrace affording views of the rolling lawn, pool, tennis court and golf hole. Adjacent to the kitchen, is a sensational family room for relaxing, reading and watching television. Completing the first floor is a family entrance, mudroom, home office, a full bathroom and access to the three car garage. The home’s seven bedrooms are reached by a graceful staircase. In the second floor master suite, enjoy a fire-lit master bedroom, a sun-filled sitting room, two customized dressing rooms and a luxurious bathroom.

COTTAGE: One bedroom cottage with full kitchen, living room with fireplace, loft, full bathroom and one car garage. 

BARN: Features a regulation squash court, lounge area, loft used as an exercise room, full basement/garage suitable for four cars. 

DETACHED GARAGE/STUDIO: Charming outbuilding ideal for a studio or a collectible car. 

This home enjoys the privacy of back country in a location convenient to schools, restaurants and the shops of Greenwich Avenue. This signature property is an enduring testament to Greenwich at its best. Exciting sub-division option.",6.13,11900000.0
13063.0,7.0,11.0,1927.0,"On nearly 9 acres in prime mid country Greenwich's private Khakum Wood Association,  a manor home designed by the renowned American architect Harrie T. Lindeberg.  The level of architectural detail and finishes has been wholly preserved with exquisite plaster moldings, lead casement and stained glass windows, and more.  Much of the hardware and lighting designed by Mr. Lindeberg specifically for the home.  Offering consists of two parcels: Property ID 10-1396 5.83 acres and main residence.  T Property ID 10-3172 (land) 2.86 acres.",8.69,11500000.0
17406.0,7.0,12.0,2007.0,"Exquisitely designed and master crafted in 2007 by a highly skilled team of upscale builders & artisans, this residential masterpiece awaits its new owner.  Designed by Boris Baranovich - the celebrated NYC architect featured in Architectural Digest, Vanity Fair, House & Garden & House Beautiful - his custom-built design embodies the perfect balance of gracious living spaces and bespoke finish materials.  Featured in numerous magazines and television segments, this extraordinary home exudes luxurious living on a grand scale.  Situated on over 4 acres of gated, private & pond-fronting bucolic property - designed by Edmund Hollander - this coveted Greenwich estate is just 35 minutes from Manhattan.",4.22,11250000.0
9624.0,7.0,11.0,2013.0,"Extraordinary, iconic home on Westport's prestigious Compo Beach waterfront.  Built and maintained to perfection, this exquisite home welcomes with jaw-dropping water views, a light-filled open plan and multiple spaces to gather with family and friends, and enjoy quiet retreats.  Set behind gates, the home enjoys the best of both privacy and easy access to Compo’s vibrant beachfront lifestyle.  Enter the elegant front hall from its welcoming front porch and notice immediately the gleaming polished floors, the soaring 10-foot ceilings, the sense of understated and sophisticated style. The light, the water views, the classic architectural detail at every turn.  Fabulous entertaining indoors and out features generously-sized pool with separate spa, multiple outdoor porches and fireplaces.  Generous first floor includes living room with bar, study with water views and of course a chef's kitchen and family room as its focal point.  Master suite with stunning water views, porches and the ease of dual dressing rooms. Five additional bedrooms on the second floor plus a second home office and play space on the 3rd.  The lower level is a knockout with home theater, bar/lounge, wine cellar, gym and playroom.  Elevator.  With a singular sense of timeless style, this one-of-a-kind, exceptional home offers the perfect lifestyle – stroll to Compo Beach or the nearby beachside café or retreat to the most remarkable home on the Compo Beach shoreline and enjoy the endless water views.",0.9299799679999999,10995000.0
6000.0,6.0,7.0,2001.0,"When only the best will do! This waterfront home offers everything a buyer could want in this ever changing world we find ourselves - peaceful living on a Private Association cul de sac, walking distance to Westport train station and 15 local restaurants, open floor plan with separate guest wing, 2 docks (one attached to the climate controlled boathouse and the other at the community dock offering 5' draft at low tide), sited 22' above high water so no issue with flooding and behind a natural berm to shield completely from road noise, circa 2002 home built with only low VOC green materials and industry leading air exchange system which replaces all the air in the house every 18 minutes, generator and battery backup system, multiple separate offices, 9' ceilings throughout, infinity edge pool and extensive terracing all facing Naugatuck River, infrared sauna, skim coated plaster walls throughout, and wonderful spaces to entertain and enjoy family both inside and out all with spectacular views facing south towards Long Island Sound. You will never tire of the ever changing light and wildlife or watching the Olympic rowing hopefuls train on the River below. This is a special home available for the very first time.",1.0499981184,10900000.0
11743.0,7.0,11.0,2008.0,"Exquisite Westport Compo Beach residence in the Bluewater Association offers a unique and masterfully executed blend of custom elegance with sophisticated architectural details for an extraordinary LI Sound waterfront experience.  Enjoy endless waterviews from the abundance of floor to ceiling windows, French doors and balconies which span the entire length of the house and open to expansive outdoor spaces with terraces, lawns, an al fresco kitchen and a wrap-around infinity pool with spa. Grand formal spaces, including a formal dining room and opulent butler’s pantry for entertaining and smaller intimate rooms flow seamlessly throughout the home. Bathe in the views of the elegant upper level master suite with fireplace, balcony, and dressing rooms with his/hers baths.  Completing the upper level are two ensuite bedrooms and two jack-and-jill bedrooms with an upper level family room and laundry. The back stairs access a two-bedroom suite with 2 baths and a family room. 360 degree views from the third floor widows walk is accessed from the great room with fireplace, full bath and kitchenette. The lower level offers an oval room with potential for a wine cellar or theater, a playroom with entertaining stage and access outside.  Bluewater Hill Association provides two tennis courts and waterfront access. Sun, Sand, Water and Elegance – blended to perfection.",0.9999982079999999,10800000.0
